Unnamed: 0,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,review_year,review_month,availability_category
3,35780,Spacious one bedroom at The Kris Condo Bldg. 3,153730,Sirilak,Din Daeng,13.78823,100.57256,Private room,1286,7,2,2022-04-01,0.03,1,323,1,2022.0,4,Very High (271-365 days)
11,1765918,2BR apt in a cozy neighborhood,9279712,Jing,Phaya Thai,13.77486,100.54272,Entire home/apt,1893,15,129,2022-09-30,1.17,1,356,1,2022.0,9,Very High (271-365 days)
19,1793000,The Duplex - Asoke- Luxury 92sqm,9407280,Timo,Vadhana,13.74668,100.56137,Entire home/apt,5034,21,287,2022-11-22,2.59,1,349,3,2022.0,11,Very High (271-365 days)
28,145343,Boutique Rooms Near Bangkok Airport,703944,Parinya,Lat Krabang,13.721868,100.771713,Private room,1329,1,28,2022-11-25,0.28,1,349,13,2022.0,11,Very High (271-365 days)
30,156583,Studio near Chula University/Silom walk to MRT/BTS,58920,Gael,Bang Rak,13.7285,100.52313,Entire home/apt,1176,7,63,2022-11-25,0.47,2,95,2,2022.0,11,Moderat (91-180 days)
32,159854,Deluxe one Bedroom Condo w.Pool-GYM & Sauna 8-7,766443,Gerd,Vadhana,13.74293,100.55603,Entire home/apt,1659,3,212,2022-12-08,1.58,3,207,7,2022.0,12,High (181-270 days)
33,976690,Beautiful 1 BR apartment @BTS Ari,5344120,Nattavut,Phaya Thai,13.77931,100.54262,Entire home/apt,1400,15,90,2022-11-15,0.77,4,336,2,2022.0,11,Very High (271-365 days)
35,166267,1Bed apt. near Chula University/Silom,58920,Gael,Bang Rak,13.72733,100.52555,Entire home/apt,1843,7,71,2022-11-30,0.54,2,156,5,2022.0,11,Moderat (91-180 days)
41,1862089,❂☀☀☀Perfect Escape☀☀☀Sunny Roof EnSuite☀☀☀☀,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,1200,1,419,2022-12-07,3.77,37,355,1,2022.0,12,Very High (271-365 days)
43,988373,BangLuang House 2@ Bangkok Thailand,5325919,วสวัตติ์,Phasi Charoen,13.73122,100.46228,Entire home/apt,1795,1,95,2022-12-15,0.8,3,339,10,2022.0,12,Very High (271-365 days)
46,1862331,☞✪✪✪✪Roomy Studio 4 Family r friends✪No Stairs✪✪✪✪,8214044,Evan From Sanctuary House,Sathon,13.72073,100.5469,Entire home/apt,1450,1,268,2022-12-15,2.59,8,350,7,2022.0,12,Very High (271-365 days)
47,1862377,☞Downtown Central Studio-Bangkok MRT,8214044,Evan From Sanctuary House,Sathon,13.72063,100.54694,Entire home/apt,1200,1,310,2022-12-11,3.0,8,331,9,2022.0,12,Very High (271-365 days)
49,1887544,"""Serviced 2 Bed Scenic SkyVillas""",6132593,Salvatore,Sathon,13.72096,100.52911,Entire home/apt,3757,2,118,2022-11-30,1.07,7,134,12,2022.0,11,Moderat (91-180 days)
53,1026451,"♡Chic Studio, Easy Walk to Pier & BTS Taksin♡",3346331,Bee,Sathon,13.71192,100.51535,Entire home/apt,866,2,472,2022-12-15,4.02,7,320,29,2022.0,12,Very High (271-365 days)
56,1035589,Quiet Double  Bed Apartment,4115838,Primrose,Thawi Watthana,13.79274,100.33377,Private room,1800,2,1,2022-10-25,0.46,3,242,1,2022.0,10,High (181-270 days)
63,1052180,"City View, relaxed theme & delicious food around",5793490,Nicky,Bang Kho laen,13.69947,100.52726,Entire home/apt,890,2,29,2022-12-18,0.27,6,59,4,2022.0,12,Low (0-90 days)
65,320014,2-BR condo near BTS on Sukhumvit Rd,843854,Anshera,Khlong Toei,13.7281,100.57318,Entire home/apt,1732,30,67,2022-09-20,0.51,1,167,1,2022.0,9,Moderat (91-180 days)
66,1933894,"NewlyRenovated! 3Br,SingleHouse, Park/BTS/Airport.",9509219,Piya,Pra Wet,13.70004,100.6787,Entire home/apt,3394,5,3,2022-11-28,0.03,8,180,2,2022.0,11,Moderat (91-180 days)
67,1057173,"IdeoMix, Sukhumvit RD, close to BTS",5822937,Piya,Bang Na,13.67991,100.61055,Entire home/apt,922,14,170,2022-12-05,1.54,1,219,5,2022.0,12,High (181-270 days)
69,384924,Oasis in the heart of Bangkok,1667508,Siriwipa,Ratchathewi,13.74902,100.55652,Entire home/apt,866,90,94,2022-08-31,0.75,1,142,1,2022.0,8,Moderat (91-180 days)
70,1067748,5 mins by car from Chong Nonsi BTS Station,4154759,Mimi,Sathon,13.71498,100.53312,Private room,1543,1,40,2022-12-09,0.46,4,149,10,2022.0,12,Moderat (91-180 days)
71,1077493,Inn Saladaeng - Superior hotel room,5929404,Inn Saladaeng & The Sathon Vimanda,Bang Rak,13.72825,100.53774,Entire home/apt,1589,1,36,2022-09-01,0.33,2,176,1,2022.0,9,Moderat (91-180 days)
72,1943048,"Best nr Chatujak, MRT, BTS free wifi&fNetflix",9906827,Nokiko,Chatu Chak,13.81694,100.56451,Entire home/apt,1271,1,293,2022-12-06,2.72,1,129,19,2022.0,12,Moderat (91-180 days)
76,390611,Sukhumvit apartment near Nana BTS,807406,Hollis,Khlong Toei,13.74052,100.55237,Entire home/apt,797,1,189,2022-11-28,1.45,1,230,13,2022.0,11,High (181-270 days)
80,393066,✺✺99 feet in the sky✺✺,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,829,1,430,2022-10-01,3.39,37,334,10,2022.0,10,Very High (271-365 days)
81,397449,Cozy Studio Apt near Skytrain.(72/74),263049,Tor,Sathon,13.71782,100.51622,Private room,950,1,39,2022-10-01,0.3,7,301,2,2022.0,10,Very High (271-365 days)
82,405662,"Asoke: tasteful, modern 1BR condo",1425515,Peter,Vadhana,13.73816,100.56495,Entire home/apt,1400,28,32,2022-10-31,0.25,2,120,5,2022.0,10,Moderat (91-180 days)
84,1094136,"Private, relaxed with amenities",5793490,Nicky,Bang Kho laen,13.69949,100.52725,Entire home/apt,980,2,18,2022-11-26,0.18,6,75,1,2022.0,11,Low (0-90 days)
86,407381,3 minutes walk to Phrom Phong BTS,1463818,Amporn,Vadhana,13.73675,100.57191,Entire home/apt,3740,7,18,2022-09-14,0.15,1,44,1,2022.0,9,Low (0-90 days)
87,1975849,1 BDM CONDO SAPHAN KWAI/ARI walk to JJ/BTS/MRT,8480912,Chris And Lek,Phaya Thai,13.79128,100.54935,Entire home/apt,1000,5,29,2022-09-01,0.27,1,145,4,2022.0,9,Moderat (91-180 days)
93,428950,BKK City Fab Luxx Studio free wifi @1194,2129668,Wimonpak,Bang Kho laen,13.698,100.52886,Entire home/apt,790,1,127,2022-12-14,1.0,41,365,5,2022.0,12,Very High (271-365 days)
95,430703,"6. Bangkok nice, cosy Apartment 201",2129668,Wimonpak,Bang Kho laen,13.69925,100.52624,Entire home/apt,890,1,48,2022-11-13,0.38,41,346,3,2022.0,11,Very High (271-365 days)
101,449782,BKK Center Fab studio1150 free wifi,2129668,Wimonpak,Bang Kho laen,13.69832,100.52434,Entire home/apt,929,1,60,2022-10-30,0.47,41,162,1,2022.0,10,Moderat (91-180 days)
103,450464,9. Bangkok Mini Stylish Studio 205,2129668,Wimonpak,Bang Kho laen,13.70039,100.52806,Entire home/apt,720,1,40,2022-12-12,0.4,41,359,3,2022.0,12,Very High (271-365 days)
106,1982413,Hip Studio ♥ Of BKK+River+BTS+WIFI,3346331,Bee,Sathon,13.71278,100.5156,Entire home/apt,811,2,404,2022-12-15,3.67,7,304,19,2022.0,12,Very High (271-365 days)
107,1986193,Condo QUATTRO @Thonglor Near BTS,10246374,Arika,Vadhana,13.72873,100.58039,Entire home/apt,2000,7,6,2022-12-16,0.05,3,62,1,2022.0,12,Low (0-90 days)
108,2018775,Big quiet Studio for weekly monthly long term Stay,7454779,Lily Duangdao,Sathon,13.720317,100.54586,Private room,1629,4,4,2022-10-23,0.7,7,82,4,2022.0,10,Low (0-90 days)
116,1160838,Spacious 2 Bedroom Apartment near BTS-non smoking,1513875,Suchada,Phaya Thai,13.7736,100.54079,Entire home/apt,2571,3,109,2022-12-18,1.15,4,342,56,2022.0,12,Very High (271-365 days)
120,1208204,Deluxe Condo at perfect location 2-0,766443,Gerd,Vadhana,13.73757,100.55996,Entire home/apt,1485,3,206,2022-12-14,1.83,3,130,20,2022.0,12,Moderat (91-180 days)
121,2068795,Wow! Entire 3 story house in Bangkok,9390848,VeeZa,Dusit,13.77537,100.52383,Entire home/apt,2814,1,271,2022-12-20,2.97,1,154,2,2022.0,12,Moderat (91-180 days)
122,580270,✴✴Colorful Room with Soaring Views in Center BKK✴✴,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,707,1,93,2022-11-25,0.95,37,346,11,2022.0,11,Very High (271-365 days)
126,2070131,"Cozy Studio by BTS: Wifi, Pool #2",1780407,Feb,Phra Khanong,13.69821,100.60626,Entire home/apt,600,120,77,2022-11-30,0.7,6,244,2,2022.0,11,High (181-270 days)
127,605314,☀ ☼Sky bedroom with a smooth life view☼☀,1927968,Evan,Sathon,13.72061,100.54706,Entire home/apt,750,1,426,2022-12-08,3.39,37,344,10,2022.0,12,Very High (271-365 days)
129,605343,✬Sweet Dreams in the Center of Bangkok@Sky House✬,1927968,Evan,Sathon,13.72062,100.54709,Entire home/apt,693,1,224,2022-12-13,1.84,37,349,4,2022.0,12,Very High (271-365 days)
132,688013,1 BR Near BTS WIFI/POOL/FITNESS (B),1780407,Feb,Bang Na,13.67926,100.61655,Entire home/apt,808,29,147,2022-11-30,1.18,6,317,2,2022.0,11,Very High (271-365 days)
135,1227663,Hip Luxury Apt in Best Location,5469059,Andrew,Parthum Wan,13.74088,100.54102,Entire home/apt,3097,12,120,2022-12-04,1.03,1,54,1,2022.0,12,Low (0-90 days)
137,722291,"1 bedroom apartment, Center Bangkok",1810415,Egidio,Sathon,13.72109,100.53915,Entire home/apt,1212,300,35,2022-06-17,0.31,3,271,3,2022.0,6,Very High (271-365 days)
138,2075095,"Top of ""Old Siam""- 17th floor views",368001,Melissa And Kurt,Phra Nakhon,13.76473,100.49718,Entire home/apt,935,30,34,2022-06-19,0.31,1,255,1,2022.0,6,High (181-270 days)
147,2084034,Unique 2 bd-apt right above pool,10297749,Tash,Vadhana,13.73332,100.57099,Entire home/apt,2220,21,58,2022-11-18,0.53,2,346,2,2022.0,11,Very High (271-365 days)
149,1296322,Mini chic Apartment -BTS S Taksin,2129668,Wimonpak,Sathon,13.71425,100.51332,Entire home/apt,703,1,206,2022-12-14,1.79,41,355,6,2022.0,12,Very High (271-365 days)
151,1302302,2 Bed Serviced Penthouse SkyVillas,6132593,Salvatore,Sathon,13.72027,100.52851,Entire home/apt,3757,2,135,2022-11-11,1.19,7,144,3,2022.0,11,Moderat (91-180 days)
152,1316688,Contemporary Modern Duplex - Thonglor,5394070,Eva,Khlong Toei,13.72242,100.57962,Entire home/apt,1489,30,81,2022-10-07,0.72,1,0,3,2022.0,10,
162,2133513,Amazing studio in Onnut,10772928,Yair,Suanluang,13.72158,100.61654,Entire home/apt,999,10,11,2022-10-31,0.12,4,358,2,2022.0,10,Very High (271-365 days)
166,2135883,Elegant 2-Brm Condo in Heart of Bangkok,10899693,Gerald,Bang Rak,13.72543,100.53838,Entire home/apt,5195,3,95,2022-12-13,0.92,1,236,14,2022.0,12,High (181-270 days)
168,811670,Lovely quaint Bangkok home,4268095,Ann,Din Daeng,13.78499,100.56958,Entire home/apt,2000,2,26,2022-12-11,0.22,1,336,2,2022.0,12,Very High (271-365 days)
169,1341890,"MODERN STUDIO SKYTRAIN, WIFI, 40%Monthly Discount!",7278395,Niramol,Huai Khwang,13.74538,100.59943,Entire home/apt,888,7,53,2022-12-06,0.46,8,127,7,2022.0,12,Moderat (91-180 days)
171,822214,Jade House overlooking Pool near new skytrain,822284,Rae And Charlie,Bang Sue,13.83148,100.52307,Entire home/apt,1200,3,21,2022-12-22,0.18,7,124,1,2022.0,12,Moderat (91-180 days)
172,2162578,"3min to BTS, Late Checkout, WiFi, Pool, Cable, BNH",1140715,Chonnikan,Bang Rak,13.72425,100.53087,Entire home/apt,2147,5,101,2022-12-14,0.95,2,221,10,2022.0,12,High (181-270 days)
173,851956,Great bright&spacious 1B BTS Onnut,4100838,Siri,Khlong Toei,13.70486,100.60152,Entire home/apt,850,21,33,2022-10-23,0.28,3,294,1,2022.0,10,Very High (271-365 days)
175,1350390,3.Cool Chic apartment walk 5 min BTS Sathon,2129668,Wimonpak,Sathon,13.71628,100.51238,Entire home/apt,950,1,109,2022-11-21,0.95,41,358,5,2022.0,11,Very High (271-365 days)
176,852063,2BR Apt. near Sathon Silom-free WIFI,4396467,Sujin,Sathon,13.71972,100.54924,Entire home/apt,1693,30,25,2022-12-03,0.21,2,176,4,2022.0,12,Moderat (91-180 days)
177,1353517,95 sqm. 2 br. 1-5 people. Next to thonglor bts,7327298,Notee,Khlong Toei,13.72393,100.57647,Entire home/apt,3300,5,26,2022-12-18,0.3,3,13,9,2022.0,12,Low (0-90 days)
178,1394285,Superior Double Room Near Airport,7489121,Anis,Suanluang,13.73789,100.64271,Private room,850,1,8,2022-06-30,0.11,10,365,1,2022.0,6,Very High (271-365 days)
184,2166902,Sathorn Apt with urban vibe,11057279,Jay,Sathon,13.71663,100.52864,Entire home/apt,868,4,97,2022-09-09,0.89,1,330,11,2022.0,9,Very High (271-365 days)
188,2206432,"Modern, cosy, great pool/gym",1425515,Peter,Huai Khwang,13.74742,100.56678,Entire home/apt,1020,29,12,2022-08-31,0.12,2,318,3,2022.0,8,Very High (271-365 days)
191,1412787,"NEWLY Renovated! 1BR by the river, near IconSiam",7616231,Jeab,Khlong San,13.72174,100.50769,Entire home/apt,1635,3,88,2022-11-22,0.8,1,56,8,2022.0,11,Low (0-90 days)
193,858311,"River view penthouse 30 Fl, 5 Pers,  taxi included",4491588,Donald,Khlong San,13.72135,100.508,Entire home/apt,7929,2,256,2022-12-15,2.13,1,267,43,2022.0,12,High (181-270 days)
194,858338,✩Vibrant street✩Cozy n Cool near MRT Silom/center✩,1927968,Evan,Sathon,13.72065,100.54713,Entire home/apt,850,1,278,2022-12-12,2.31,37,293,10,2022.0,12,Very High (271-365 days)
197,2262721,"2BR-Airy,Cosy in Thai Neighbourhood",11554321,Artra,Din Daeng,13.78588,100.56957,Entire home/apt,1504,2,167,2022-12-04,1.54,1,360,5,2022.0,12,Very High (271-365 days)
198,863669,"2 BR - Near BTS, Wifi",4474838,Sue,Khlong San,13.72162,100.5075,Entire home/apt,2251,7,91,2022-11-20,0.77,5,314,2,2022.0,11,Very High (271-365 days)
200,866329,Entire Studio center of Bangkok,4549405,Carlos,Bang Rak,13.72479,100.53039,Private room,728,21,11,2022-11-20,0.1,2,316,4,2022.0,11,Very High (271-365 days)
203,2279684,BKK PARAGON/Pratunam 5mins BTS 2nd fl.,11495081,Pemigar,Ratchathewi,13.74978,100.53301,Entire home/apt,1009,3,113,2022-12-21,1.2,5,57,3,2022.0,12,Low (0-90 days)
208,2294502,✭✭✭✭Cozy Hideawy in BKK Center near MRT Lumpini✭✭✭,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,609,1,156,2022-11-20,1.45,37,312,7,2022.0,11,Very High (271-365 days)
209,1419797,2-room apartment@heart of BKK,7644106,Jirapha,Parthum Wan,13.74381,100.54792,Entire home/apt,2250,7,92,2022-12-15,0.81,1,70,8,2022.0,12,Low (0-90 days)
215,2297767,Comfortable studio room on Ratchada,10656945,Pantanida,Huai Khwang,13.79216,100.57502,Entire home/apt,540,28,25,2022-12-02,0.32,1,10,3,2022.0,12,Low (0-90 days)
216,2300491,Modern Condo 2 mins walk to Sukhumvit BTS Skytrain,8444643,Kiattisak,Phra Khanong,13.69784,100.60635,Entire home/apt,999,5,103,2022-12-11,0.96,53,336,13,2022.0,12,Very High (271-365 days)
219,2332282,"Cozy Studio by BTS: Wifi, Pool #1",1780407,Feb,Phra Khanong,13.70396,100.60281,Entire home/apt,1264,180,27,2022-07-14,0.25,6,16,1,2022.0,7,Low (0-90 days)
222,915293,One bedroom suite with kitchen@ center of Bangkok,4913308,Attakorn,Parthum Wan,13.74551,100.54235,Entire home/apt,3500,5,1,2022-10-08,0.37,1,0,1,2022.0,10,
227,2360167,"Large 2 bedrooms apartment, Silom",12052974,Nisith,Bang Rak,13.72004,100.5186,Entire home/apt,5500,2,25,2022-12-01,0.25,1,338,7,2022.0,12,Very High (271-365 days)
230,2368771,iSanook Studio 32 sqm 5,8663142,ISanook Hotel,Bang Rak,13.732,100.52294,Private room,2100,30,3,2022-02-07,0.03,45,357,1,2022.0,2,Very High (271-365 days)
231,2375378,iSanook Family Suite Deluxe 67 sqm 3,8663142,ISanook Hotel,Bang Rak,13.7332,100.52094,Private room,3900,30,1,2022-08-27,0.24,45,330,1,2022.0,8,Very High (271-365 days)
232,1457235,City view Studio surrounding by street food,5793490,Nicky,Bang Kho laen,13.69945,100.52725,Entire home/apt,950,2,7,2022-12-23,0.07,6,86,1,2022.0,12,Low (0-90 days)
236,1463101,"Comfortable serviced 1BR, BTS, POOL",7840606,Naphaporn,Phaya Thai,13.78519,100.5496,Entire home/apt,2000,1,8,2022-12-03,0.1,1,360,1,2022.0,12,Very High (271-365 days)
242,2394858,Cool and Comfortable MRT in the Shadows of Silom,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,600,1,146,2022-11-19,1.36,37,358,3,2022.0,11,Very High (271-365 days)
245,2526869,iSanook Student Studio Sublevel 4,8663142,ISanook Hotel,Bang Rak,13.73391,100.52297,Private room,1500,30,6,2022-04-22,0.06,45,302,1,2022.0,4,Very High (271-365 days)
250,2542746,Spacious 1BR with Spectacular View,13020066,Ome,Khlong Toei,13.72635,100.57211,Entire home/apt,2123,3,210,2022-12-14,1.98,3,294,18,2022.0,12,Very High (271-365 days)
253,2401426,✵✵Cool Calm and Quiet Near MRT Silom and Center✵✵,1927968,Evan,Sathon,13.72065,100.54713,Entire home/apt,736,1,120,2022-12-06,1.12,37,321,1,2022.0,12,Very High (271-365 days)
256,2548310,iSanook Suite 34 sqm 5,8663142,ISanook Hotel,Bang Rak,13.7319,100.52202,Private room,1900,30,10,2022-11-20,0.1,45,323,1,2022.0,11,Very High (271-365 days)
258,2561402,Luxury Apartment type 06,11772331,Nantiruj,Khlong Toei,13.73833,100.55635,Private room,1347,2,40,2022-07-15,0.38,5,330,1,2022.0,7,Very High (271-365 days)
263,1522068,100 SQM Spacious 2BR - 450 m from RN03 station,8123510,Tatiya,Chatu Chak,13.84279,100.56287,Entire home/apt,2236,2,215,2022-12-20,1.96,13,325,29,2022.0,12,Very High (271-365 days)
264,1526123,Homey Studio Apt in Upscale Area,1774390,Add,Vadhana,13.73767,100.58381,Entire home/apt,1712,2,41,2022-12-01,0.37,1,333,1,2022.0,12,Very High (271-365 days)
268,2413865,Private Double Room in Ratchada/Ensuit/WiFi,12304405,Siamaze,Din Daeng,13.7863,100.57026,Private room,943,1,5,2022-11-26,0.05,8,357,2,2022.0,11,Very High (271-365 days)
269,2587195,iSanook Studio 32 sqm 1,8663142,ISanook Hotel,Bang Rak,13.73418,100.5226,Private room,1957,30,3,2022-06-07,0.03,45,341,1,2022.0,6,Very High (271-365 days)
274,2604242,Modern apartment near airport,9550104,Krittiya,Bang Na,13.66352,100.64885,Entire home/apt,950,3,23,2022-12-14,0.24,13,260,4,2022.0,12,High (181-270 days)
276,2604483,Newly renovated  apartment near the airport,9550104,Krittiya,Bang Na,13.66375,100.64965,Entire home/apt,950,30,41,2022-05-23,0.39,13,245,2,2022.0,5,High (181-270 days)
278,2609081,2 BR & 2 Bath & Fixed parking lot,10373341,Poo,Khan Na Yao,13.81891,100.66408,Entire home/apt,1300,360,37,2022-04-25,0.37,2,83,1,2022.0,4,Low (0-90 days)
279,2434974,Luxury Serviced House City Centre - 250 sq meters.,12445454,Panpilas,Huai Khwang,13.75806,100.56938,Entire home/apt,4161,3,195,2022-12-22,1.82,1,145,4,2022.0,12,Moderat (91-180 days)
283,2646840,cozy apartment&beautiful city view,9864891,Imteddy,Chatu Chak,13.80556,100.56883,Entire home/apt,590,6,24,2022-08-22,0.36,1,325,3,2022.0,8,Very High (271-365 days)
285,2455101,iSanook Suite 34 sqm 4,8663142,ISanook Hotel,Bang Rak,13.7344,100.52201,Private room,1900,30,18,2022-08-03,0.17,45,337,3,2022.0,8,Very High (271-365 days)
287,1571204,☞✭✮✯Old Spice Quiet Luxury in Heart of Bangkok✬✭✮✯,8214044,Evan From Sanctuary House,Sathon,13.72052,100.54682,Entire home/apt,1400,1,300,2022-10-24,2.69,8,327,4,2022.0,10,Very High (271-365 days)
289,2656886,The Nest - Cozy Studio top floor,13598910,David,Phra Khanong,13.70309,100.60269,Entire home/apt,1500,3,21,2022-09-15,0.25,7,207,5,2022.0,9,High (181-270 days)
291,2455998,iSanook Student Studio Sublevel 3,8663142,ISanook Hotel,Bang Rak,13.73337,100.52274,Private room,1500,30,10,2022-06-18,0.09,45,189,1,2022.0,6,High (181-270 days)
293,2657480,The SkyHouse Duplex - Luxury Home,13598910,David,Phra Khanong,13.70482,100.60336,Entire home/apt,1900,3,16,2022-12-26,0.24,7,230,3,2022.0,12,High (181-270 days)
294,2682899,Luxury 3 Bedrooms Suite @BTS Phrompong,8444643,Kiattisak,Vadhana,13.7361,100.5704,Entire home/apt,9999,2,25,2022-12-07,0.24,53,358,2,2022.0,12,Very High (271-365 days)
301,1625274,"Home Away from Home, Sukhumvit-Asoke",8641336,Ba-Wornpak (TAE),Khlong Toei,13.72752,100.55957,Entire home/apt,2000,2,65,2022-06-21,0.67,1,177,1,2022.0,6,Moderat (91-180 days)
306,1631106,iSanook Family Suite Deluxe 67 sqm 1,8663142,ISanook Hotel,Bang Rak,13.73195,100.52318,Private room,3657,30,33,2022-10-01,0.3,45,330,1,2022.0,10,Very High (271-365 days)
309,1647608,iSanook Suite 34 sqm 1,8663142,ISanook Hotel,Bang Rak,13.73288,100.52328,Private room,2450,30,15,2022-11-20,0.14,45,320,2,2022.0,11,Very High (271-365 days)
314,1665970,1 Bedroom with a Double Bed- 2 guests,8807437,Oillie,Bangkok Yai,13.74162,100.47567,Entire home/apt,1400,1,2,2022-11-24,0.3,11,365,2,2022.0,11,Very High (271-365 days)
316,1685582,★☆★Street Food@Ur Doorstep Quiet&Cozy BKK Center☆★,1927968,Evan,Sathon,13.72067,100.54706,Entire home/apt,750,1,181,2022-11-21,1.61,37,290,8,2022.0,11,Very High (271-365 days)
317,3638924,Luxury 3 Bedrooms Suite @BTS Phrompong,8444643,Kiattisak,Vadhana,13.73757,100.56994,Entire home/apt,9999,2,24,2022-12-22,0.24,53,359,2,2022.0,12,Very High (271-365 days)
321,3704045,"Kid-friendly, Amazing Views Bangkok",2545448,Achara,Bang Na,13.68401,100.61513,Entire home/apt,1905,2,60,2022-12-20,0.6,1,326,10,2022.0,12,Very High (271-365 days)
326,2716261,"10minBTS & Pier, BKK heart+Pool+Gym+Sauna+FastWifi",13899655,Sujira,Sathon,13.71261,100.51296,Entire home/apt,800,1,251,2022-12-12,2.39,25,257,30,2022.0,12,High (181-270 days)
329,2720747,Authentic Family House,13922814,Phakarat,Bang Sue,13.80733,100.53038,Entire home/apt,1843,2,4,2022-08-16,0.04,1,173,1,2022.0,8,Moderat (91-180 days)
336,2726713,Cozy 1 BD apt in Sukhumvit Soi 11,8688342,Andrea,Vadhana,13.74322,100.5564,Entire home/apt,1212,24,61,2022-12-03,0.63,1,12,7,2022.0,12,Low (0-90 days)
338,4327609,NEW 2 bedrm condo/next to BTS OnNut,22471584,Attapol,Vadhana,13.708,100.60072,Private room,1500,31,25,2022-12-16,0.25,1,332,2,2022.0,12,Very High (271-365 days)
343,2753594,"Serenity nr JJmarket,malls,MRT+BTS",2530240,Pat,Chatu Chak,13.81892,100.56602,Entire home/apt,1039,7,75,2022-10-25,0.73,1,331,5,2022.0,10,Very High (271-365 days)
346,4379681,"✯Cool, colorful and Private near MRT Central BKK✯",1927968,Evan,Sathon,13.72066,100.54713,Entire home/apt,650,1,106,2022-12-07,1.07,37,315,1,2022.0,12,Very High (271-365 days)
350,2778907,LOFT 2 BR Silom- 5 min BTS S Taksin,2129668,Wimonpak,Sathon,13.71759,100.51373,Entire home/apt,1700,1,218,2022-12-02,2.07,41,333,11,2022.0,12,Very High (271-365 days)
352,3732731,Cozy 1BR freeWifi at BTSChidlom near Erawan shrine,15270186,Gee,Parthum Wan,13.74444,100.54409,Entire home/apt,3436,1,19,2022-10-25,0.2,8,329,6,2022.0,10,Very High (271-365 days)
355,2813164,Feung Nakorn Room with Breakfast in Old town BKK,14391623,Sasi,Phra Nakhon,13.74771,100.49931,Private room,3545,1,61,2022-11-30,0.62,24,360,6,2022.0,11,Very High (271-365 days)
356,4405781,Fabulous Second Floor Apartment Dasiri Downtown,132322,Dasiri Property,Vadhana,13.746885,100.558998,Entire home/apt,1380,1,238,2022-04-10,2.42,5,89,2,2022.0,4,Low (0-90 days)
357,4405804,Fabulous Third Floor Apartment Dasiri Downtown,132322,Dasiri Property,Vadhana,13.746899,100.558998,Entire home/apt,1150,1,218,2022-06-22,2.2,5,89,2,2022.0,6,Low (0-90 days)
359,3735012,New 2 BR Apt central BKK free wifi,5371660,Nim,Vadhana,13.73861,100.57353,Entire home/apt,2000,30,34,2022-11-12,0.35,1,195,3,2022.0,11,High (181-270 days)
360,3747051,68sqm Cozy city view 1BR 2mins walk BTS Chidlom,15270186,Gee,Parthum Wan,13.74373,100.54257,Entire home/apt,3343,1,25,2022-12-03,0.25,8,334,15,2022.0,12,Very High (271-365 days)
363,2870408,"1BR, 2F, Sukhumvit soi31",14672170,Hattori,Vadhana,13.7427,100.57013,Entire home/apt,1100,14,41,2022-12-21,0.44,1,124,10,2022.0,12,Moderat (91-180 days)
366,3768870,Arty decor Apartment near old town,292635,Sukanya,Dusit,13.76007,100.51349,Entire home/apt,1200,14,57,2022-12-10,0.58,2,185,3,2022.0,12,High (181-270 days)
367,3772295,"*Kingsize Boutique Room* 10min to Skytrain, WiFi",19266319,Alex,Vadhana,13.73053,100.59591,Hotel room,859,1,35,2022-11-23,0.4,36,349,2,2022.0,11,Very High (271-365 days)
368,3772304,"Private Rooms Entire flr up to 6pax, WiFi, Market",19266319,Alex,Vadhana,13.73198,100.59549,Private room,800,1,12,2022-11-13,0.14,36,164,1,2022.0,11,Moderat (91-180 days)
369,3787176,Studio Sukhumvit Subway downtown,5917880,Riya & Bernard,Khlong Toei,13.70991,100.59164,Entire home/apt,800,15,130,2022-10-30,1.28,1,266,4,2022.0,10,High (181-270 days)
372,4425076,1BR on Prime Sukumvit Rd.,21008631,Chichaya,Khlong Toei,13.72402,100.57832,Entire home/apt,2036,5,20,2022-11-18,0.22,1,339,7,2022.0,11,Very High (271-365 days)
373,4436540,Stylish & Cozy 1 BR apartment/ Pool / near Silom,9661968,Neena,Sathon,13.71937,100.53883,Entire home/apt,800,30,21,2022-07-25,0.28,5,211,4,2022.0,7,High (181-270 days)
375,3794264,Sitara Place Serviced Apartment and Hotel,19484732,Sitara,Din Daeng,13.764796257019045,100.56478118896484,Entire home/apt,990,1,302,2022-12-28,3.38,1,360,277,2022.0,12,Very High (271-365 days)
378,2960283,"Triple room,Near Grand Palace",14391623,Sasi,Phra Nakhon,13.7477,100.49783,Hotel room,3910,1,10,2022-12-07,0.1,24,347,2,2022.0,12,Very High (271-365 days)
383,2983684,"70 sqm FOREST 2 BR/2Baths,MRT Lumpini/Sathon/Silom",15214203,Bee,Sathon,13.71959,100.5486,Entire home/apt,3067,1,183,2022-08-26,1.91,29,272,5,2022.0,8,Very High (271-365 days)
